smiles,electronic_energy,HOMO_LUMO_gap,dipole_moment,crystal_density,heat_of_formation
CC(O)(C=O)C1=NC(=N)C(=O)C(=O)NC(=N)O1,-904.7320976,4.396850328,5.2157,1.605,-122.8
CC(=NO)C(=O)OC1=CC(O)=C(N)OC1=O,-870.4516379,4.061059184,4.7682,1.704,-191.445
CC1=CN(O)N=C1[N+]([O-])=O,-545.1844814,5.041493132,4.9493,1.609,10.695
CC1=C(N2N=C(N)C(=O)C=C2O1)[N+]([O-])=O,-790.1178714,2.963615356,2.8654,1.647,-26.996
CN1N=NC(C(C)=O)=C1[N+]([O-])=O,-638.6759251,4.136435316,3.4809,1.528,7.291
OC(=O)C1=CC=C(N=N1)[N+]([O-])=O,-657.3528263,4.141333404,4.2825,1.704,-38.496
CC1=NC(=NC(=O)C(=N)O1)C(=O)C(=N)OC=O,-903.5202435,4.569916104,3.8551,1.595,-107.523
CC1=NC2=NC(=O)C(O)=C(N2C(=N)O1)C(O)=O,-903.5933139,4.270588504,5.4636,1.716,-153.627
CC=CON1N=CC(=N1)[N+]([O-])=O,-638.5950036,4.6871981,4.5032,1.468,60.096
CN1C2=C(COC1=N)C(=C(O2)C(N)=O)[N+]([O-])=O,-904.6733163,3.471928044,5.6817,1.653,-88.746
CC(=O)C(=N)OC(=O)C(C#C)N1N=NOC1=O,-903.4278528,4.966117,3.3832,1.57,-53.186
[O-][N+](=O)C1=CN(NCC=O)N=C1,-638.6546201,5.46544986,4.881,1.54,17.767
O=C1N=C2C=NC(=O)C(=O)C2=N1,-619.0650716,2.786195724,2.7165,1.693,-0.118
NC1=CC(=CNC1=O)[N+]([O-])=O,-583.3928957,3.543494552,2.7308,1.626,-46.634
CC1=C2N(OC=C2[N+]([O-])=O)N=N1,-637.385822,3.86948952,2.0481,1.638,71.286
CC1(OC(=N)NC(=O)C(=O)OC1C=O)C=O,-870.4686209,5.350616908,3.9825,1.612,-196.546
[O-][N+](=O)C1=NC(C=O)=NN1,-560.0576921,4.236029772,4.3925,1.745,7.03
[O-][N+](=O)C1=NON=N1,-482.54849,5.377828508,1.3035,1.82,65.827
OC1=CN(NC=O)C=C1[N+]([O-])=O,-658.5521265,4.006363868,2.3624,1.629,-47.173
CC(N)(COC1=C(N)N=NO1)C1=NOC(=O)N1,-902.0795628,5.20013676,7.4389,1.6,-57.199
CC(O)C(=O)C1=COC(=N)OC(=O)C1=NO,-870.4092602,4.774547336,2.8602,1.621,-158.388
CC1=C2C(N=NO1)=NC(=O)C(=N)NC(=O)C2=O,-882.4559782,3.942144492,1.2193,1.545,-62.624
CCC1=C(C2=C(O1)C1=NN=NN1N=N2)[N+]([O-])=O,-878.4477696,4.543792968,5.4502,1.645,119.727
[O-][N+](=O)C1=NON2C=CCN=C12,-637.3562945,3.46675784,5.4429,1.631,87.908
[O-][N+](=O)C1=NON=C1C#CC=O,-655.9835727,4.413177288,0.5574,1.669,71.47
NC1=CNC(=C1[N+]([O-])=O)[N+]([O-])=O,-674.521223,3.337230624,7.667,1.773,5.271
CC(O)COC(=O)C1=C(OC(=O)C(=O)O1)C=O,-949.528803,4.067045736,1.9077,1.624,-303.374
CNC(=O)C1=CC(=NN1)[N+]([O-])=O,-638.7246042,5.280683096,6.1057,1.577,-26.906
OC1=CC2=C(NC=C2[N+]([O-])=O)O1,-641.2961368,3.938606984,7.0776,1.8,-44.788
[O-][N+](=O)C1=CN(C=N1)C(=O)C#N,-636.2644437,4.494267856,2.9497,1.664,24.532
ON=CC1=C(NC(O)=C1)[N+]([O-])=O,-658.5300948,3.86948952,6.2246,1.718,-36.31
NN=CC1=NC(=CN1)[N+]([O-])=O,-579.5100403,4.349230028,8.1036,1.65,42.215
CC1OC(C(O)=O)(C(O)=O)C(=O)OC1OC=O,-986.693603,6.660855448,3.7616,1.724,-384.392
CC1=C(C2=C(OC(=N)OC2=N1)C(N)=O)[N+]([O-])=O,-903.4541004,3.556011888,4.4528,1.715,-68.344
OC1CC2=C1NN=C2[N+]([O-])=O,-583.2722738,5.220273344,5.3715,1.65,24.323
CC1OC2=NC3=C(OC(=O)O3)C12C(O)=O,-813.8607951,4.521479456,6.5285,1.74,-162.88
CCOC1OC(=O)C(=NO)C(=O)C1OC(N)=O,-946.895526,4.560936276,0.727,1.641,-255.846
O=C1N=C2OC3=C(ON=C3)C2=N1,-619.0202811,3.740506536,4.6512,1.777,27.096
CC(O)C(=O)OC1=NOC=C1N=COC(N)=O,-925.8259265,5.659740684,5.7956,1.587,-197.439
CC(=O)OC1OC(=O)OC2=C1NC(=N)O2,-831.1847615,5.17156458,3.4128,1.684,-210.251
CN1OC(=O)C(C)=C1[N+]([O-])=O,-604.3904443,3.648803444,1.8015,1.529,-52.102
CC(=N)OC1=NC(=N)N=C(O)OC(O)=C(O)N1,-921.9598786,4.620257564,3.2711,1.624,-106.796
CN1C=C(O)N=C(C1=O)[N+]([O-])=O,-658.5787206,3.471655928,6.8601,1.673,-65.652
[O-][N+](=O)C1=NN(C=N)N=C1,-540.1699798,5.323405308,2.6311,1.59,71.461
NN1C=CC(NC=O)=C1[N+]([O-])=O,-638.6964601,4.046909152,5.4443,1.589,-7.835
CC1=CC(=O)N(C2=NOC(=O)N2)C(=O)O1,-810.1173111,4.753594404,9.0368,1.712,-154.306
CN1C(=O)OC(C#C)=C1[N+]([O-])=O,-641.267072,3.538052232,0.9387,1.593,-24.507
NC1=C(O)C=CN=C1[N+]([O-])=O,-583.3731246,4.240383628,4.7296,1.651,-32.986
O=C1OC2=NOC(=NC2=N1)C#C,-619.0098646,4.647197048,5.9936,1.714,28.162
ON1N=C(C=C1CC#N)[N+]([O-])=O,-637.4146369,5.616746356,4.4369,1.62,46.257
CCC1=C(OC=N)ON=C1NC1=NOC(=O)O1,-904.6874367,6.039342504,6.8963,1.595,-94.542
[O-][N+](=O)C1=CC2=C(CON=C2)O1,-641.2374319,4.15112958,2.3663,1.631,-0.713
CCOC1=CC(=NN=N1)[N+]([O-])=O,-638.6509221,4.31712034,6.0448,1.497,24.039
NN1C(=O)C=CC(=C1N)[N+]([O-])=O,-638.7303029,4.188681588,3.9886,1.65,-28.976
CC1=C(N(C=NO)C=N1)[N+]([O-])=O,-638.6604357,4.263785604,3.2597,1.561,17.638
[O-][N+](=O)C1=C(C=O)N(C=O)C=C1,-641.3260686,4.175347904,2.0605,1.592,-52.569
CC1=NOC(=O)C(OC(=O)C2=NCC(=O)O2)=N1,-923.3888035,4.637945104,4.7196,1.66,-154.475
OC1=C(N=C2C=CNN12)[N+]([O-])=O,-637.463342,3.93479736,7.7352,1.791,18.471
CC(O)(C=O)C1=NNN=C1C(=O)C(=N)OC=O,-904.7248035,4.252084616,3.9978,1.604,-116.688
[O-][N+](=O)C1=CC=NC2=C1N=NO2,-636.2351447,4.590869036,3.7083,1.693,51.219
CC1(OC(=O)NC11C(=O)OC2=C1NN=N2)C=O,-903.5307516,5.191429048,3.4076,1.732,-116.095
[O-][N+](=O)C1=C(C#C)C(=N)N=NN1,-616.2822245,3.2449833,0.4047,1.604,143.555
CC1=C(ON=N1)[N+]([O-])=O,-505.8717983,4.981627612,2.7399,1.585,19.867
COC1=C(C=NC(=N)O1)[N+]([O-])=O,-658.5521485,4.737811676,3.5286,1.618,-45.272
CC1=NNC(=O)N=C1[N+]([O-])=O,-599.3817152,4.276575056,4.8706,1.641,-3.498
CC1=NC=C(N1O)[N+]([O-])=O,-545.2086332,4.335352112,2.6904,1.538,0.814
CC(=NO)C(=N)N(C=O)C1=NN=NOC1=O,-861.4633349,4.23004322,5.3075,1.635,21.886
OC=C1C(=O)C=CN=C1[N+]([O-])=O,-641.3399078,4.693456768,3.3344,1.623,-62.096
[O-][N+](=O)C1=C(N=NO1)C1CN1,-599.2819902,4.07901884,3.747,1.608,58.702
CC1(OC(=O)C(=O)C(=O)C1=O)C1=COC(O)=N1,-927.2185617,3.24090156,4.8384,1.761,-214.59
CC(=C)OC1=NON=C1[N+]([O-])=O,-658.456961,4.401204184,4.2133,1.536,18.206
[O-][N+](=O)C1=C(OC=C1)C=O,-547.841757,4.273037548,3.6686,1.624,-54.302
CCOC1=C(O)C(=O)N=COC(=O)N=C(O)N1,-925.8295849,4.303786656,4.1642,1.631,-194.656
CC1(NC(=O)NC1=O)C1=C(O)C(=N)OC(=O)N1,-904.8486753,4.656721108,3.242,1.683,-200.012
CC1=NOC(=O)N2C3=NNC(O)=C3C(=O)C2=N1,-882.4153228,4.119292008,5.5467,1.764,-29.951
CC(=N)OC(=O)C1=NC(C(O)=O)=C(N)N1C=O,-904.8387795,3.916293472,0.9498,1.607,-187.345
[O-][N+](=O)C1=CN2CC(=O)C2=N1,-582.0965559,5.030336376,6.5113,1.68,20.367
CN1C(CN)=NN=C1[N+]([O-])=O,-580.7181763,4.822711868,7.0824,1.513,33.82
CCOC1=NC(=O)C2=C1ON=NOC2=N,-790.0764696,4.06405246,5.3053,1.57,1.886
CC1(OC2=NOC=N2)OC(=O)C(OC=N)C1=O,-924.5915127,5.361773664,3.0493,1.674,-162.645
CCN=C1N=CN(C(=O)C(O)=O)C(=O)OC1=N,-904.7691113,4.99877092,3.0098,1.582,-144.769
CC(O)(C1OC(=O)C2OCC(=O)C1O2)C(O)=O,-950.7522522,5.616202124,4.0431,1.679,-329.116
CC1=COC(=N)N=C1[N+]([O-])=O,-583.3300232,3.800644172,3.8757,1.542,-4.296
CC1=NC(O)=NC(OC2=NOC3=C2OCO3)=N1,-903.4838635,4.619713332,5.1376,1.691,-83.868
[O-][N+](=O)C1=NN=NC2=C1C=CN2,-616.3740123,4.264329836,7.9243,1.719,88.902
CC(=O)OC1C(=O)NC(=O)COC(=N)C1=NO,-925.8057501,5.82600356,2.7216,1.618,-184.047
NC1=CC(=NN1)[N+]([O-])=O,-486.0579613,4.54841894,7.6321,1.711,22.628
CC(=O)C(=O)C(O)C(C=O)=NO,-663.6354558,4.26677888,4.2346,1.54,-148.732
[O-][N+](=O)C1=NC(C=O)=C(N1)C#N,-636.2723495,4.304058772,1.5776,1.652,20.067
CC(=O)C(OC1=NOC(NC(N)=N)=N1)C(N)=O,-902.1567619,5.802601584,2.6883,1.592,-112.995
CC1=C(NC(=C1)[N+]([O-])=O)[N+]([O-])=O,-658.4982017,4.251540384,2.6966,1.588,-10.198
CC1=C(CO)OC(=C(O)N=CC(O)=N1)[N+]([O-])=O,-925.6706594,3.335597928,7.2683,1.653,-96.497
CON1C=C(O)C(=C1)[N+]([O-])=O,-604.3665297,4.02323506,5.6826,1.571,-38.364
[O-][N+](=O)C1=CC2=NCCNN2O1,-638.5863985,3.249881388,4.6481,1.572,59.058
CC(=NO)C1=C(O)C(=O)NC(=O)N1CC(O)=O,-925.8689841,4.195756604,1.8917,1.652,-219.282
CC1=C2C(C=NC(=O)C(=NC2=N)[N+]([O-])=O)=NO1,-882.3069434,4.166368076,4.7151,1.611,42.272
[O-][N+](=O)C1=NOC(COC=C)=N1,-658.4931215,3.919014632,5.1807,1.561,-8.42
CC1=NN(CC(=O)C(=O)C=O)C(=C1O)[N+]([O-])=O,-924.5004918,3.430566412,1.9726,1.583,-104.2
OC1=CN(CC=N)C(=N1)[N+]([O-])=O,-638.6903444,3.947314696,5.4327,1.588,-5.54
OCC=NN1C=CC(=N1)[N+]([O-])=O,-638.6499346,4.886659128,3.466,1.528,21.578
[O-][N+](=O)C1=C(CC=O)ON=C1,-603.1689293,5.00829498,3.4032,1.591,-32.815
CC(O)C(C=O)N=C1OC(=O)C=C(O1)[N+]([O-])=O,-945.5868936,3.511384864,2.7842,1.598,-174.89
NC1=NC(=C(N1)C#N)[N+]([O-])=O,-578.3185141,4.129632416,8.6715,1.688,41.68
CC1=NN2C(COC(=O)OCOC(=N)C2=O)=N1,-904.7630673,5.416196864,1.0624,1.61,-138.173
CC1=NC(=NN)C(=CO1)[N+]([O-])=O,-638.6681702,3.36607492,5.8535,1.55,10.399
CCC1=NOC(=C1O)[N+]([O-])=O,-604.3914269,4.39059166,4.0025,1.515,-51.742
CC1CC2=NC(=NN2O1)[N+]([O-])=O,-638.6334,5.184898264,8.6088,1.598,29.365
CC(=O)N1C(=NC(CO)=C1OCC#N)[N+]([O-])=O,-904.6360851,4.166640192,3.1108,1.564,-67.295
CC(N1N=NC(NC=O)=C1O)(C(N)=O)C(N)=O,-902.1968392,5.476606616,3.6072,1.64,-133.776
CC1=CN=C(N=N1)[N+]([O-])=O,-524.1361999,4.511139048,6.3574,1.533,55.219
CC(O)C(=O)OC=NC1=NON=C1OC=O,-886.4533849,5.58790206,3.0325,1.57,-149.536
CC(=O)OC1=C(NC2=NC=NO2)NN=NC1=N,-879.7928924,4.338345388,3.5987,1.619,17.849
[O-][N+](=O)C1=C2CC(=C)ON2N=N1,-637.3737156,4.812099344,6.5149,1.638,76.903
CC(OC=O)C(=NO)C(O)CN1N=NOC1=N,-923.1169076,5.518240364,1.3873,1.524,-89.156
CC(=O)NCC1=C(COC=O)ON=C1[N+]([O-])=O,-925.7395981,4.0953458,2.3055,1.553,-137.179
NC1=C(NN=C1[N+]([O-])=O)OC=C,-638.6630044,3.895068424,5.951,1.603,11.921
CC1(OC(=O)NC(=O)C(O)C(O)C1=O)C#N,-870.4753104,5.206395428,2.4661,1.624,-209.525
OC1=C(N(C=N)C=N1)[N+]([O-])=O,-599.3879774,4.39331282,3.2907,1.678,-5.628
CC1C2OC(=O)C2(OC(=O)NC1=O)C=NO,-870.4618244,6.095670516,3.5974,1.632,-197.333
CC1=C(N2N=CC(O)=N2)C(=NOC1=O)C(O)=O,-903.5012649,4.245825948,4.8079,1.693,-93.45
CC(=O)OC1(COCOC1=O)C(=O)NC(N)=O,-947.000097,6.040158852,4.4708,1.619,-318.27
CC(=O)NC(=O)NC1=C(O)C=NOC(=N)C1=O,-904.7485307,3.880918392,5.9515,1.659,-133.202
CC(=O)C(=O)C1=C(N=C(N)C(O)=C1N)[N+]([O-])=O,-904.7020578,3.821052872,4.7551,1.645,-105.535
CC(N1N=C(C=NC1=O)C(=O)C(N)=O)C(O)=O,-904.7994175,4.061059184,5.248,1.636,-166.901
ON=CN1C=CC(=N1)[N+]([O-])=O,-599.3210503,4.7144097,6.1789,1.648,35.352
NC1=C(N(C=O)C=C1O)[N+]([O-])=O,-658.5849929,3.920103096,5.9834,1.737,-70.865
[O-][N+](=O)C1=CN=C2NN=CN12,-578.2979604,4.579168048,4.2673,1.716,62.384
CC(O)C1=NOC(=O)C(C2=NC(O)=NO2)=C1O,-924.5791366,4.28718758,4.8342,1.711,-155.388
CC(O)C1=NC(O)=NC(O)=C1[N+]([O-])=O,-773.1448492,4.974552596,4.1934,1.663,-130.778
[O-][N+](=O)C1=CNC(NC=O)=N1,-599.4280917,4.730464544,5.7992,1.708,-34.706
CC1=C(O)N(C=O)C(NCC(O)=O)=C1[N+]([O-])=O,-925.7779482,3.324713288,9.0405,1.68,-164.004
CC(=NO)N1C=NC(=C1)[N+]([O-])=O,-638.6626452,4.88584278,7.7553,1.617,12.007
OC1=C(NC(=N1)[N+]([O-])=O)OC=C,-658.5452712,3.601999492,5.3145,1.674,-43.906
CC(C#N)C(=O)OC1=NC(=O)NC(=O)NC1=O,-903.599927,4.920401512,3.2133,1.626,-162.612
CCOC1=NC2=C(ON=C2N=C1)[N+]([O-])=O,-790.0799673,4.010173492,6.2965,1.566,1.609
OC=C1NC(=NC1=O)[N+]([O-])=O,-619.2483394,3.316821924,7.5349,1.806,-55.83
CC1=C(OC(=O)N=N1)N=C1COC(=O)O1,-810.0710863,3.504037732,8.0107,1.715,-130.275
CC1NC2=C(N(O)N=C12)[N+]([O-])=O,-638.5599979,3.599006216,4.0466,1.572,77.289
COC1=NC(=NN1C)[N+]([O-])=O,-600.5934974,5.03958832,7.216,1.531,-15.086
CC1=C(C=O)N=NN=C1[N+]([O-])=O,-637.4254963,4.299160684,3.1219,1.575,48.223
CC(=O)C(C(O)C(O)C(O)=O)C1=NOC(=O)O1,-966.7876834,5.663006076,4.7244,1.669,-312.332
CC1=C(OC2=NC(=N)ON=C2O)N=NOC1=N,-899.578344,3.938334868,4.4046,1.662,22.649
[O-][N+](=O)C1=C(NC(=N)O1)C#C,-582.0609875,3.54295032,4.7605,1.634,39.215
CC1(OC(=O)N(C(N)=N)C(=O)OC1C=O)C#N,-904.7599534,5.248845524,2.1196,1.597,-145.668
CC1=C(N)NC(O)=C(O)C(=O)OC(O)=NC1=O,-925.8442013,4.060514952,5.8482,1.755,-208.32
CCNC1=C(N=C2N=NON=N2)C(=O)N=NN1,-875.832007,3.05178094,10.8128,1.642,155.789
CC1=C(N=C(N1)OC=O)[N+]([O-])=O,-658.5990914,4.905707248,6.3187,1.667,-76.84
CC(O)C(=O)C1=C(N)N=C(O1)N1N=COC1=O,-904.7777645,4.362291596,5.8468,1.662,-154.447
COC(=O)C1=CNC(=N1)[N+]([O-])=O,-658.5983276,4.710600076,3.5167,1.643,-76.668
CC1OC(=O)C(OC2=NOC(=N)NC2=O)C1O,-925.8148152,5.01917962,3.9667,1.62,-191.715
OC1=C(NC=CC1=O)[N+]([O-])=O,-603.2365059,3.743499812,4.795,1.699,-76.047
CC1=NC(=O)NC(=O)C=C(O)C2=NON=NN12,-899.580945,4.808833952,4.3947,1.683,22.198
[O-][N+](=O)C1=CN(N=C)C(C=O)=N1,-637.447352,4.966661232,4.8308,1.585,35.013
CC1=C(N(O)C(CO)=N1)[N+]([O-])=O,-659.7404547,4.248547108,1.0731,1.537,-45.066
NC1=COC2=NC(=CN12)[N+]([O-])=O,-637.4716032,4.515220788,9.5908,1.786,9.769
COC1CN2N=C(N=C12)[N+]([O-])=O,-638.6260644,5.497559548,7.6437,1.573,32.565
[O-][N+](=O)C1=C2CONC2=NO1,-619.1212079,3.726900736,3.5098,1.724,30.301
CC=NNC1=NOC=C1[N+]([O-])=O,-638.621615,4.24637018,3.0781,1.517,40.547
CC(NC(N)=O)(C#N)C(O)(C#N)C1=NON=N1,-879.7649086,5.64368584,7.9953,1.612,25.495
CC1=C(NC(=N)C(=O)C(=O)C(O)=N1)OC(N)=O,-904.7571506,3.494513672,5.374,1.655,-139.83
CC(=O)NC(=N)NC(=O)C(=O)C(=NO)C#N,-845.5544101,4.16881712,6.1966,1.566,-79.113
CC1=NC(=CN=C(OC=O)OC(=O)O1)[N+]([O-])=O,-960.4260301,4.407734968,3.335,1.711,-151.733
CC(=O)C1=C(OCCN2N=COC2=O)N=NO1,-904.7042372,4.856454252,6.0308,1.585,-103.272
CC1(CC(O)=O)OC(C(O)=O)C2=NON=C12,-870.4442502,5.40694492,7.3968,1.678,-184.742
NC1=C(NC(=C1O)[N+]([O-])=O)C=O,-658.5907363,2.999262552,1.4019,1.664,-71.76
CC1=NOC(=C1C(N)=O)[N+]([O-])=O,-658.5572388,3.960920496,1.9635,1.614,-47.949
CC1=CC(=O)N=C(O1)[N+]([O-])=O,-603.2101636,4.330454024,6.2151,1.61,-60.807
CC(CO)C(=O)C1=C(OC2=C1N=NN2)[N+]([O-])=O,-904.5923274,3.94976374,3.5619,1.619,-35.13
[O-][N+](=O)C1=NOC2=C1OCC2,-603.1302188,4.098883308,6.8127,1.666,-10.431
CC(N)C(=O)OC1OC2=C(O)OC(=O)N2C1=O,-945.7150628,4.661891312,4.1473,1.686,-260.025
CC(O)(CO)C(OC1=NOC(O)=N1)(C=O)C=O,-946.8501697,5.403951644,1.4458,1.632,-222.08
ON(C=N)C1=CNC=C1[N+]([O-])=O,-638.6472399,3.582135024,6.859,1.656,20.549
CC(O)C1=C(N)N=C(O1)[N+]([O-])=O,-659.7751675,3.53206568,5.598,1.578,-72.68
CC1=NC2=NC3=C(OC(=O)ON=C3N)N2C1=O,-882.4362002,3.129606116,5.7737,1.695,-42.239
NCC1=NNC(O)=C1[N+]([O-])=O,-600.6070511,4.405285924,4.1333,1.624,-26.563
CC(=O)C(O)C1OC2=C(O1)C(=O)C=NOC2=O,-928.3625521,3.680096784,1.6237,1.632,-186.03
CCNN1N=CN=C1[N+]([O-])=O,-580.6921151,4.73073666,4.4814,1.459,52.49
CC(N)C(O)C(OC(N)=O)C1=NON=NC1=O,-923.1278717,4.13344204,7.4826,1.568,-105.003
CC(N)(C(N)=O)C1=C2NC(=NC2=NO1)[N+]([O-])=O,-900.820404,3.642000544,8.3754,1.65,-13.295
[O-][N+](=O)C1=NOC(C=C)=C1C=O,-641.253815,4.399299372,3.7176,1.557,-6.597
CC1=NCC(OC(=O)OC(O1)C(N)=O)C(O)=O,-946.9653315,6.642895792,1.7076,1.642,-294.191
ON=C1C=CN(O)C(=C1)[N+]([O-])=O,-658.4547818,2.588911624,2.421,1.618,18.909
[O-][N+](=O)C1=NN=C(N1)OCC=C,-638.6632673,4.577807468,6.4117,1.546,12.64
NC1=C(C=C2OC=NN12)[N+]([O-])=O,-637.4617099,3.877108768,6.2578,1.752,18.321
CC(O)C(=O)OC1=NC=NC(=O)C(=O)C(O)=N1,-924.607484,4.119292008,3.6446,1.649,-175.967
[O-][N+](=O)C1=NN(C=C1C#N)N=C,-616.3479374,4.878223532,6.9783,1.574,104.189
CC(C=O)N=C1OC(=O)OC1=NC1=NNN=N1,-899.6831299,4.550867984,5.2193,1.622,-44.329
CCC1(OC=N)OC(=O)OC11COC(=O)O1,-891.604842,7.697617408,5.5346,1.662,-295.882
CC(O)C1=NC(=C(N)O1)[N+]([O-])=O,-659.7954545,4.522840036,6.1211,1.61,-87.024
CC(=NO)C1OC(=O)OC1OCCOC=O,-892.7520576,6.573506212,5.316,1.559,-270.665
CC1=NOC2=C(N=CN12)[N+]([O-])=O,-637.4430121,5.08992978,8.6794,1.686,31.726
NC1=C(CC=O)C(=NN1)[N+]([O-])=O,-638.6966886,4.037657208,5.3775,1.64,-10.934
CC1=NN(C(=O)O1)C1=CC(=N)C(=NO1)[N+]([O-])=O,-919.4241091,3.694791048,6.655,1.685,-8.995
CC(N)C1=C(ON=NC1=O)N1N=NC(=N)N=N1,-875.9089988,4.305147236,4.6382,1.504,99.208
OCC1CC2=C(N=NN12)[N+]([O-])=O,-638.6163063,5.621100212,7.8254,1.605,35.271
CN1C(N)=NC(=C1N)[N+]([O-])=O,-580.7640195,4.174531556,8.6466,1.608,-0.582
OCCC1=CON=C1[N+]([O-])=O,-604.3724741,4.937000588,4.8143,1.548,-44.539
[O-][N+](=O)C1=NC(C=CN1)=NC=O,-637.487566,2.955996108,8.3702,1.744,-0.849
NC1=C2OCC2=C(N1)[N+]([O-])=O,-583.2726882,3.723635344,5.3508,1.685,23.364
CC(=C)N1OC(=NC1=N)[N+]([O-])=O,-638.6189237,2.946744164,2.4875,1.497,45.284
[O-][N+](=O)C1=C2CON=C2N=CO1,-657.2810296,3.263759304,1.1448,1.714,7.234
[O-][N+](=O)C1=NC(C=O)=CN1C=O,-657.3563299,4.094801568,1.2447,1.657,-39.138
NC1=C(C(C#N)=C(O)N1)[N+]([O-])=O,-637.502964,3.953029132,8.9162,1.771,-12.845
CC1=NC(O)=C(N1N=C)[N+]([O-])=O,-638.6711808,4.401204184,4.6132,1.576,10.138
NC1=CN=CC(=O)C(=N1)[N+]([O-])=O,-637.4560287,3.45723378,7.5218,1.664,21.237
CC1=CN=C(N1C(N)=O)[N+]([O-])=O,-638.7384472,4.2518125,3.7954,1.579,-32.782
NCC1=C(N(C=O)N=C1)[N+]([O-])=O,-638.681537,3.908674224,4.0324,1.525,3.024
CC(=O)C1=CC(O)=C(O)OC(=O)NC(=O)O1,-890.3572616,3.822957684,3.8155,1.711,-254.0
CNCC1=NC(O)=C(O1)[N+]([O-])=O,-659.7677392,4.366917568,6.3661,1.569,-68.261
CC1=CC(=O)N=C2N=C(N(C=O)C2=N1)[N+]([O-])=O,-882.3545791,3.771255644,6.367,1.631,8.974
CC1=NNC=C1OC1=NC(=O)C(=CO1)[N+]([O-])=O,-903.4337913,4.31712034,7.0652,1.707,-54.136
CN1C=NC(C=O)=C1[N+]([O-])=O,-583.3468175,4.200382576,6.476,1.589,-15.492
[O-][N+](=O)C1=NC(=O)N(C=C)N=C1,-637.4562468,3.403354812,4.9003,1.598,28.308
CCOC(=O)C(=NO)C(=O)N1N=NN=N1,-823.3941866,5.27496866,5.6657,1.597,-9.502
CC1(CC(O)CO1)C1=NC(=O)C(=NO1)[N+]([O-])=O,-925.6732792,4.596311356,7.4162,1.609,-103.834
CC(N1N=NN=N1)C1=NOC(N)=CC(=O)C1=O,-879.7094953,3.740506536,8.7995,1.648,66.685
CC1=NN=NN=C1N1N=CN(C=O)C1=O,-765.2499129,4.510050584,5.3964,1.608,72.107
[O-][N+](=O)C1=NNN(CC#C)C1=O,-637.3758259,4.383244528,7.9029,1.635,68.116
CC(=O)C1=NC(=N)C(=O)OC(O)=C1NC(N)=O,-904.7771413,3.976431108,5.4815,1.669,-156.55
CC1(O)C2CN3C(=O)ON=C3N2C(=O)NC1=O,-904.7929425,5.375107348,7.7199,1.726,-169.076
OCC1=NC(O)=C(N1)[N+]([O-])=O,-620.4796133,4.599576748,7.243,1.756,-83.555
CC1=CN2C(=O)C(=N)OC2=C(C(=O)O1)[N+]([O-])=O,-923.3108713,3.886088596,6.7264,1.701,-105.671
OC1=CC(=NNC1=O)[N+]([O-])=O,-619.263021,4.309228976,2.8451,1.742,-56.953
CC1=C(C2OC(=N)NC(=O)O2)C(=N)N=C(O)O1,-904.8055579,5.529125004,4.6879,1.662,-171.256
COCC1=CN(O)C(=N1)[N+]([O-])=O,-659.71581,4.228410524,3.2314,1.518,-28.924
[O-][N+](=O)C1=CNC(OCC#N)=N1,-637.4811983,4.805296444,4.4624,1.631,3.589
NC(=O)N1C=CC(N)=C1[N+]([O-])=O,-638.751708,4.056705328,3.6237,1.665,-44.486
CC1OC(=O)OC1(CCO)C(=O)C1=NON=N1,-925.7685557,4.987342048,5.4617,1.632,-159.003
CC(O)(C(O)=O)C(N)(C(O)=O)C1=NOC(O)=N1,-962.9756643,6.507926256,5.7901,1.761,-265.22
CC(=O)N1C(=O)N=CNC(=O)N=C(O)N=C1O,-920.8324109,5.505178796,2.5821,1.708,-148.875
CCOC(=O)C1=C(N)NC(=C1C(O)=O)[N+]([O-])=O,-925.8182767,3.88853764,4.9372,1.654,-192.403
CC(=O)C(CO)C(OC1=NON=N1)C(=O)C=O,-925.7179282,3.907313644,5.0716,1.541,-125.541
CCNC(=O)C1=NC(=N)OC(=O)NC(=O)C1=O,-904.7799678,3.86132604,4.8697,1.59,-154.657
OC1=C(OC(=C1)C#C)[N+]([O-])=O,-585.8940534,4.08037942,4.7256,1.621,-19.023
CC1=C(ON=C1OC(=N)NC(N)=N)[N+]([O-])=O,-862.7074936,3.000351016,2.1677,1.579,-16.216
CC(C)(OC(=N)N1C(=N)ON=NC1=O)C(N)=O,-902.0990595,3.304576704,4.0428,1.571,-69.167
CCOC1=C(OC=O)OC(OC(=O)C=O)=C1O,-949.4910921,2.905654648,0.7054,1.59,-274.437
OC1=COC(C#C)=C1[N+]([O-])=O,-585.8875634,3.552202264,2.6649,1.608,-12.721
CC(C=O)C(=O)NC(=O)NC(=O)C1=CON=N1,-904.7774094,4.400932068,5.4613,1.606,-153.474
[O-][N+](=O)C1=CON=C1C#C,-526.6671993,5.072786472,1.1041,1.589,62.428
CC(=O)OC1OC2=C(ON=C2O)C1C(=O)C=O,-928.3833063,3.511384864,2.7693,1.631,-198.927
CCNC(=N)OC1=C(OC(=O)C(N)=N1)[N+]([O-])=O,-921.9307253,3.761187352,5.2509,1.608,-98.507
CC(CC(O)=O)(OC=O)C(=NO)C(=O)C=NO,-946.8272213,4.72529434,2.9645,1.6,-206.237
CC1=NC(ON=C(O)C1=O)=NC1=NC=NN=N1,-878.5007672,2.9116412,6.8586,1.655,84.198
