smiles,electronic_energy,HOMO_LUMO_gap,dipole_moment,crystal_density,heat_of_formation
CC1=NC(C(=O)C(N)=O)C(=N)OC(=O)O1,-811.3261801,4.820262824,2.7421,1.609,-171.498
[O-][N+](=O)C1=C2C(=O)NC2=NO1,-617.923416,4.446919672,4.2263,1.791,36.625
CC(CO)C1(OC2=NC(O)=NN2C(=O)O1)C=O,-925.8368222,5.3606852,4.2392,1.659,-202.645
CC(C#N)C1=C(N=NO1)[N+]([O-])=O,-637.4230744,5.563139504,2.5341,1.558,43.748
CNC1=CC(=O)NC(=N1)[N+]([O-])=O,-638.7431909,3.247432344,4.7886,1.581,-39.443
CC1=C2N=NOC(OC(=O)OC=CC1=O)=N2,-848.1972395,4.873325444,1.7515,1.517,-135.281
OC1=CC2=C(N1)OC=C2[N+]([O-])=O,-641.289602,3.528256056,5.5759,1.769,-39.085
CC1=NC(=O)N=C2OC(=O)N=NN2C(=N)C1=O,-898.426885,3.996295576,3.1068,1.69,-0.556
[O-][N+](=O)C1=CC2=NOCC2=NO1,-657.2315006,3.454784736,3.0687,1.69,39.335
CC1=NOC(=C1)C12OC(=O)C(O)(C(=O)O1)C2=O,-927.2039666,5.516063436,3.9698,1.715,-206.376
CC1OCC(OC1OC(=O)C=O)C1=NON=N1,-925.7396568,4.712232772,2.4619,1.539,-138.553
O=C1OC2=C(ON=C2C#C)N=N1,-618.954059,3.761731584,3.9455,1.694,65.081
NC(=O)C1=CON=C1[N+]([O-])=O,-619.2309824,4.17425944,1.5436,1.719,-36.983
CC1=C(NOC1=NN=C)[N+]([O-])=O,-638.6002141,3.070556944,2.0132,1.509,56.4
[O-][N+](=O)C1=C(N=NO1)C(=C)C=N,-637.3943089,4.419708072,4.7068,1.552,68.994
CC12OC(=O)OCC1OC(CO)OC(=O)O2,-912.6612497,7.817620564,7.0239,1.689,-347.723
COCCC1=C(ON=N1)[N+]([O-])=O,-659.704074,4.145143028,4.0043,1.466,-21.695
NN=C1ONC(=C1C=C)[N+]([O-])=O,-638.5965893,2.63136172,3.4342,1.553,57.275
CC1=C(N)OC2=NC(O)=NN2C(=O)C(O)=CO1,-904.7140471,4.000649432,4.1969,1.658,-110.174
[O-][N+](=O)C1=COC2=C1N=CNO2,-657.2538615,3.65451788,5.579,1.812,19.121
COC1=NNC(CO)=C1[N+]([O-])=O,-659.7643648,4.916047656,5.0562,1.641,-66.377
CC1=NN=C(NC1=O)[N+]([O-])=O,-599.3808055,3.988948444,2.3484,1.623,-0.577
CC1=C(N)N=C(N(C(=N)NC=O)C1=O)[N+]([O-])=O,-900.8908855,4.043371644,7.0861,1.628,-57.702
[O-][N+](=O)C1=CC=CC=C1[N+]([O-])=O,-641.2358202,4.899720696,6.6537,1.601,1.537
CC1(OC(=O)OC1(C=O)C#N)C1=NON=C1N,-903.4729336,5.026526752,3.377,1.629,-80.03
CC(O)CC(=O)C1=NOC2=NC(=CN12)[N+]([O-])=O,-904.6160985,4.311405904,8.6072,1.617,-52.01
COC1=C(CO)NC(=N1)[N+]([O-])=O,-659.7778962,3.824318264,6.5868,1.612,-75.583
OCC1=C(OC(=N)N=C1)[N+]([O-])=O,-658.5320851,3.478186712,5.3955,1.671,-37.287
CCC(=O)C1=NC(=O)OC=NC(=O)NC(=N)O1,-904.7609396,4.463246632,3.3378,1.568,-137.127
ON1C(=N)NC(C=C)=C1[N+]([O-])=O,-638.6353566,3.001983712,3.5929,1.582,32.905
OCC#CC1=C(NN=N1)[N+]([O-])=O,-637.3926078,4.044732224,1.333,1.589,57.952
CC(=O)C1(O)C2=NON=C2OC(=N)C1(O)C=O,-924.5307601,5.098637492,3.3088,1.664,-122.354
[O-][N+](=O)C1=CN(OC=O)C=C1,-603.1647424,4.991423788,6.2775,1.65,-32.532
CC1=C(N(C=O)C(=N)N1)[N+]([O-])=O,-638.7114438,3.976158992,8.2226,1.648,-19.482
CC1=C(C2=NC=NN2O1)[N+]([O-])=O,-637.4159728,4.565562248,4.1813,1.644,52.443
CC(O)(C1=C(O)ON=C1O)C1=CN=NNC1=O,-904.7011465,3.83139328,2.3626,1.679,-98.355
CC(C1=NON=N1)C1=NNC=C(C1=N)[N+]([O-])=O,-879.6634139,4.004731172,6.7707,1.611,102.179
[O-][N+](=O)C1=NC=CC(=O)C=N1,-582.0934943,3.969628208,3.9975,1.595,26.771
CC(=O)N1C(=O)ON=C1C1=NON=C1,-750.8337048,5.359052504,1.0506,1.637,-33.034
CC1=C(N)OC(=O)N=C(N=CN=C1O)C(O)=O,-904.7827721,3.997928272,7.0834,1.671,-154.787
CC1=C(NC(O)=C1O)[N+]([O-])=O,-604.435601,4.083372696,5.8452,1.698,-88.32
CC(=O)C(=O)C(=O)OC1=NN(C=O)C(=N)N=C1,-903.5103411,3.602543724,4.8351,1.591,-100.634
CC1=COC(N)=NC2=C(O1)N=NOC(=O)C2=O,-903.4237694,3.661592896,9.8059,1.717,-49.319
NC(=N)C1=C(N)OC(=C1)[N+]([O-])=O,-638.7074882,4.064868808,8.5465,1.665,-20.688
CC(=N)NC1=NC(O)=NN2N=NC(C(O)=O)=C12,-879.8766336,4.58787576,1.2294,1.642,-34.21
CC(=O)C1=NN2C(ON=C2C(O)(CO)C=O)=N1,-904.6777038,4.959858332,3.3157,1.618,-91.251
CC(O)(CC(O)(C(O)=O)C(O)=O)C=O,-799.3529374,5.836343968,4.4502,1.611,-322.873
[O-][N+](=O)C1=COC=C1NN=C,-583.2950976,3.400633652,2.3789,1.523,19.565
CC1=NOC(=N)C(NC(=O)C2=NOC(=O)N2)=N1,-899.6926862,4.258887516,3.2956,1.645,-48.787
CC(O)C(=O)C1=NC(=C(N)O1)C1=C(O)N=NO1,-904.7204347,3.844454848,7.0893,1.668,-117.744
CC1=C(C(O)=O)C(N)=NC(=O)NC(=O)OC=N1,-904.7913754,4.955504476,4.1222,1.672,-159.981
CC(=O)N1N=NN(C(=O)C(=O)C(O)C#N)C1=N,-899.6611558,4.80556856,4.948,1.612,-32.453
CC1=NOC(=N)C(=C1O)[N+]([O-])=O,-658.5230213,3.771799876,4.1426,1.63,-24.248
CC(=N)OC1=C(OC(=N)C(OC=N)=N1)C(O)=O,-904.7458143,3.958199336,3.2263,1.581,-128.528
CC(OCC(N)=N)C1=NOC(=O)C(=O)C(=O)O1,-925.7603197,3.552202264,3.6205,1.562,-150.326
CC(O)(C1OC(=O)NC2=C1NC(=N)O2)C(O)=O,-925.8762484,4.935912124,2.7905,1.686,-228.39
NC1=C(C=O)C=C(O1)[N+]([O-])=O,-603.2213709,4.053984168,3.9233,1.665,-68.727
CN=C1OC(=O)NC=C1[N+]([O-])=O,-658.5832476,4.549235288,3.3372,1.68,-67.516
[O-][N+](=O)C1=NOC(=N)N=C1C=C,-637.3941571,3.7756095,4.7608,1.582,67.467
CC(=N)OC(=O)COC(=O)N1N=CN=CC1=O,-904.7630157,4.176708484,3.8537,1.55,-138.938
CC(C(O)C=O)N1N=NC2=C1C(=O)ON=C2O,-904.6969685,4.982171844,1.8321,1.607,-98.564
[O-][N+](=O)C1=NC(=N)C(=O)OC=C1,-657.3232579,4.32392324,3.6918,1.672,-20.143
CC(=O)C1OC(=N)OC(OC=O)(C(N)=N)C1=O,-925.8333958,5.278234052,2.7723,1.618,-198.846
[O-][N+](=O)C1=CNC2=C1COC2=O,-641.338869,4.93074192,3.1017,1.7,-69.674
[O-][N+](=O)C1=CN2OC=CC2=N1,-582.0678715,4.703797176,7.3931,1.698,41.461
CC1=NOC(O1)=NC1=C2N=NNC2=C(O1)C=O,-882.3767834,3.610707204,4.9162,1.676,-4.071
CCOC(=O)NC(=O)C1=NC=NC(=O)C(=N)O1,-904.776504,4.75930884,4.4473,1.562,-151.577
CC1OC2=C(N(N)N=C12)[N+]([O-])=O,-638.5715806,3.757377728,4.824,1.571,69.791
CN1NC(=C(O)C1=O)[N+]([O-])=O,-620.4490136,3.82050864,4.2388,1.654,-56.745
[O-][N+](=O)C1=NC=NC2=C1CON2,-637.4449194,3.689348728,3.4674,1.673,31.022
NC1=C(C=CN(O)C1=N)[N+]([O-])=O,-638.6682459,3.0272905,2.5259,1.623,10.087
[O-][N+](=O)C1=CC(=NO1)N1CC1,-583.2570481,4.201743156,5.2735,1.52,39.639
CCOCC(=O)C(=O)C(=O)N1C(=N)ON=C1O,-925.7879917,3.860509692,2.3317,1.549,-167.312
CC(O)(C(=O)NC=O)C1=NN2C(=O)OCC2=N1,-904.8014119,5.173741508,5.0596,1.638,-171.428
CC(=NO)C1=C(CO)OC(=O)N=C(O)C1=O,-870.431086,4.234397076,4.6975,1.635,-173.14
CC1=NOC(N)=C(C1=N)[N+]([O-])=O,-638.6735634,4.470593764,3.7743,1.612,7.911
NN=COC1=COC(=C1)[N+]([O-])=O,-658.5006756,3.848536588,6.6646,1.643,-15.74
CC(=O)N1N=C(O)C(=N1)N1C(=O)OC(O)=C1C,-904.7784958,4.443382164,3.4404,1.656,-149.433
CC12OCC(O)(C#N)C(OC(=O)O1)C(=O)C2=O,-928.4079315,4.113305456,4.7094,1.701,-222.098
CC1=NOC(=O)C(=NCC(=O)NC=O)C(=N)O1,-904.7170148,4.21371626,5.381,1.564,-114.371
CC1=C(NOC1=O)[N+]([O-])=O,-565.0756518,3.804725912,1.2208,1.648,-49.725
CC1=C2OC(=N1)C(=N)NC(=O)C(=N)OC(=O)O2,-903.5346181,4.843120568,4.2799,1.669,-111.794
CC1=C(NC=O)ON=C1[N+]([O-])=O,-658.5419991,4.188137356,3.3879,1.603,-40.239
[O-][N+](=O)C1=NC(=NO1)C#CC#C,-618.8586412,3.984322472,4.1971,1.59,121.562
[O-][N+](=O)C1=CN=NN=C1,-484.7875493,4.013166768,1.1331,1.633,83.106
OC1=C(N=C(N1)[N+]([O-])=O)C#N,-598.1755925,4.294262596,5.368,1.723,4.576
[O-][N+](=O)C1=NC2=C(COC2=O)N1,-657.3658513,4.696177928,6.8524,1.794,-52.682
CC1(OCCOC(=O)C(=O)OCC(=O)O1)C=O,-950.7488012,5.809948716,3.478,1.566,-319.954
CC(=O)C1=NC2=C(NC(=C2C(O)=O)[N+]([O-])=O)O1,-923.3347468,4.047453384,1.8039,1.718,-120.913
NNC=C1C=C(NC1=O)[N+]([O-])=O,-638.700464,3.373422052,7.6035,1.654,-17.173
[O-][N+](=O)C1=C2OC=NC2=CO1,-601.9577517,4.551412216,4.3803,1.756,-18.765
[O-][N+](=O)C1=CC=NN1OCC=O,-658.4724943,4.81101088,4.8013,1.615,3.962
[O-][N+](=O)C1=NC(=NO1)C1CCN1,-638.6227971,3.184301432,2.6476,1.522,38.346
CC1=C(C(=N)N(N)N1)[N+]([O-])=O,-580.687777,4.017248508,5.9895,1.563,51.965
CC(=O)NC(=O)NC(=O)C1=C(OC(N)=N1)C=O,-904.8554847,4.23412496,7.4201,1.663,-206.516
CC1=NC(N)=C(NC1=O)[N+]([O-])=O,-638.7507519,3.177498532,4.3658,1.6,-42.556
CC1C(OC(=O)C1(O)C(=O)C#N)C1=NON=N1,-903.452956,4.588147876,4.1371,1.608,-69.911
CC(=O)OC1=NN(C2=CN=NO2)C(=N)C(N)=N1,-879.8454383,4.275214476,3.2034,1.576,-18.378
CNN1C=C(C=O)N=C1[N+]([O-])=O,-638.6713978,4.32800498,3.8541,1.525,10.274
OC1=C(C(=N)ON=C1)[N+]([O-])=O,-619.1962841,3.836291368,3.3095,1.746,-12.88
CCC(O)(C(=O)C#N)C(=O)C1=NC(=O)N=NO1,-903.5635138,4.316576108,4.2633,1.479,-147.323
[O-][N+](=O)C1=NC2=C(CC(=O)C2)O1,-641.2997261,4.553317028,3.4417,1.634,-43.395
CC(=O)C1=CON=C1N=COC1=NOC(=O)N1,-903.4839944,4.957409288,2.036,1.643,-82.116
CC12OC(=O)N(C=O)C1C(=O)C1=NNN=C1O2,-903.5649531,5.01237672,4.5733,1.737,-138.739
CON1N=C(C)N=C1[N+]([O-])=O,-600.5317632,4.889380288,3.7531,1.497,25.684
CC1=C(OC(=O)O1)N(CC(=O)C(O)=O)C(N)=O,-945.7685823,4.356032928,3.1738,1.663,-290.408
[O-][N+](=O)C1=C(N=NO1)C1CCO1,-658.4651505,3.871122216,3.5938,1.583,8.113
CC1OC(=O)CC2OC(OC2=O)C(=O)C(=O)O1,-949.5585634,4.932646732,3.8274,1.667,-321.273
CC(NC(=O)C1=CN=NN1)C1OC(=O)C(=O)O1,-904.7858297,5.208028124,6.8625,1.623,-160.086
CCC(=O)C1=CC(OC(=O)C(O)=O)=NC(=O)O1,-928.4931792,4.392496472,3.4853,1.613,-268.7
CC1=NC=C(OC(=N)OC(O)=N1)N1N=NN=N1,-895.7839382,4.817541664,7.5531,1.662,61.188
[O-][N+](=O)C1=C2OC(=O)CN2C=C1,-641.3230874,4.698899088,7.2941,1.713,-59.82
CC1=NC(N)=C(CC2=C(OC(=O)N2)[N+]([O-])=O)O1,-904.703164,2.871095916,6.2569,1.626,-105.799
NC1=CNC(OC=N)=C1[N+]([O-])=O,-638.700606,3.671661188,6.1674,1.645,-12.345
CC(=O)C1=NON=C1OC(=N)NC(C=O)C=O,-904.6721261,4.35793774,2.8274,1.522,-84.01
[O-][N+](=O)C1=CN2OCOC2=C1,-603.1276256,4.420252304,6.44,1.728,-10.894
OC1CC1C1=NNC(=N1)[N+]([O-])=O,-638.6690803,3.870033752,2.9224,1.584,3.158
CC1=NN2N=NC(=N)C(OC3=NON=N3)=C2N1,-874.6430592,3.698872788,8.516,1.682,161.12
CNC1=NOC=C1[N+]([O-])=O,-545.2097968,3.999833084,1.6918,1.543,-2.327
CN1C=C(OC1=NO)[N+]([O-])=O,-620.3925677,3.373149936,6.808,1.65,-23.289
CC1=C(C(N)=O)C(=O)C(NC(=O)OC=N)=NO1,-904.767699,4.708151032,0.3945,1.606,-145.332
ON=C1C=NC(=CC=N1)[N+]([O-])=O,-637.4006195,3.065658856,3.7629,1.602,64.19
CC(O)C1OC(=O)CC1OC1=NC(=O)ON=N1,-925.7958537,4.103781396,3.3582,1.635,-180.486
CC1=NC2=C(NN=N1)C(=O)OC(=N)NC(O)=N2,-879.7846607,3.142667684,3.413,1.655,23.746
CC1=C(OC=C(C=O)C(=O)NC(O)=N1)[N+]([O-])=O,-924.501136,4.328277096,6.7346,1.696,-104.815
OCCC1=NN=C(O1)[N+]([O-])=O,-620.4274385,5.022717128,6.0285,1.608,-46.433
CC1=C(OC(O)=CC(O)=C(N)NC1=O)[N+]([O-])=O,-925.7188936,3.009330844,3.8326,1.641,-122.957
CC1NC(=O)C(=O)CN2C(=O)OC(=C12)[N+]([O-])=O,-924.5548593,4.167728656,3.5983,1.676,-143.304
OCCC1=NC=C(N1O)[N+]([O-])=O,-659.7304718,4.790330064,7.2472,1.645,-44.177
[O-][N+](=O)C1=CN=COC1=NC=N,-637.4562391,3.984866704,4.7694,1.618,26.475
CC(O)(C#N)C1(OC(=N)NC(=O)C1=O)C(N)=O,-904.7726582,4.745430924,6.9932,1.648,-156.758
COC1=NN=NC(C)=C1[N+]([O-])=O,-638.6482265,4.273853896,1.2739,1.504,26.836
CC1(N2C(=O)NN=C2OC1=O)C(=O)OCC=O,-924.6467281,5.0817663,3.1654,1.662,-200.553
CC1=NNC(NC(=O)NC(=O)C(=N)OC=O)=N1,-901.0127658,3.655334228,4.8649,1.613,-134.353
CCN=C1N=C(OC(C=O)=C(N)C1=O)[N+]([O-])=O,-904.6248479,3.358183556,4.5514,1.571,-54.425
OCC1=C(N=NO1)[N+]([O-])=O,-581.0881635,5.199592528,2.5883,1.696,-20.842
OC1=CC2=C(NC(=C2)[N+]([O-])=O)O1,-641.3002876,3.802276868,5.6129,1.772,-45.728
CC1=NON=NC2=C1C(=O)N=C(C2=N)[N+]([O-])=O,-898.247354,3.08987718,2.9414,1.665,115.98
NC1=CC=NC(=NC1=O)[N+]([O-])=O,-637.4856477,4.32256266,9.4477,1.667,2.698
CC1=C(OC2=NON=C2[N+]([O-])=O)C(O)=C(O)O1,-960.3091068,2.761705284,3.782,1.74,-76.594
CC1=C(C(O)=O)C2=NC(=O)N=NN2C1=O,-788.9938963,3.228384224,5.4319,1.7,-66.984
[O-][N+](=O)C1=CC(=N)N(N1)C=N,-579.4775237,2.86946322,2.2971,1.537,69.746
NN1C=CN=C(C1=O)[N+]([O-])=O,-599.3651924,4.258071168,6.6814,1.667,6.876
NC1=C(N(O)C=C1O)[N+]([O-])=O,-620.4125936,3.64771498,4.2118,1.721,-35.425
CC1=C(NC(=O)C(O)=O)NC(=O)C(=O)C(=O)N1,-924.6831673,4.084189044,6.144,1.693,-224.184
CN1N=C2NC(=O)C2=C1[N+]([O-])=O,-637.4129164,3.762275816,4.2171,1.637,51.266
CC(OC=O)C(=N)OC1=NC(=O)OC=NC1=O,-924.6271276,5.215375256,3.8039,1.596,-185.352
CC1=NN(C(=O)C(N)=O)C2=NC(=O)C(O)=C2O1,-903.54225,3.704042992,2.7155,1.695,-124.687
CC(N)=NC1=CC(O)=C(OC(=N)C1=O)[N+]([O-])=O,-904.6480279,3.416960612,7.0331,1.62,-68.828
CC(=N)OC(=O)N1C(=O)NC2=C1C(=N)ON=N2,-899.6873946,3.807447072,4.7896,1.696,-44.311
CCC1=NC(=O)N=C(O1)[N+]([O-])=O,-658.5696915,4.478757244,5.5506,1.59,-59.862
CCC1=C(O)C(=N)ON=C1OC1=NOC(=N)O1,-904.6559375,4.682300012,2.8487,1.577,-69.932
CON1C(CO)=CN=C1[N+]([O-])=O,-659.7074517,4.70624622,7.0488,1.594,-27.783
CC(=O)NC(=O)OC=NC1=NOC(=O)C(=O)N1,-940.6888768,5.005845936,5.95,1.693,-192.902
[O-][N+](=O)C1=CN=CC(=N1)[N+]([O-])=O,-673.3005521,4.79740508,3.5253,1.738,30.558
[O-][N+](=O)C1=COC(C=CC=O)=N1,-641.2968324,4.303242424,2.0295,1.561,-37.02
CNC1=NC(O)=C(O1)[N+]([O-])=O,-620.4717119,4.515492904,8.1783,1.734,-77.368
CNC1=NC(=NC=C1O)[N+]([O-])=O,-638.7157556,4.682572128,7.3692,1.604,-21.199
NC1=NC2=C(NC=C2[N+]([O-])=O)O1,-637.4816008,4.008540796,7.9255,1.824,1.796
[O-][N+](=O)C1=CN=C2CON=C2O1,-657.2631752,3.158722528,4.375,1.712,17.692
CC(=O)OC1=CN=C(O1)N=C1NC(O)=NO1,-865.4388103,4.90216974,2.4163,1.695,-128.451
CC1=C2N(C(=O)N1)C(OC=O)=NC(=O)OC2=N,-903.5917662,4.581617092,4.9757,1.698,-150.637
CC1=NC(OC(C#N)C2=NON=N2)=NC(=O)O1,-898.4332546,5.530485584,4.7781,1.656,-9.364
CN1C=NC(NC=O)=C1[N+]([O-])=O,-638.7393518,4.135891084,6.6014,1.589,-35.17
CN=C1N=COC=C1[N+]([O-])=O,-583.3170402,4.430320596,4.8591,1.576,3.202
CC1=NOC(=C1C=O)[N+]([O-])=O,-603.1683771,4.085549624,2.0693,1.567,-28.906
CC(=O)C1=C(O)OC2=C(C(=N)ON=N2)C1=NO,-903.4396917,3.690437192,6.1897,1.718,-46.659
[O-][N+](=O)C1=NN2CC3OC3C2=N1,-637.4391871,5.505450912,7.7436,1.72,28.357
NN1C=C(NC=O)C=C1[N+]([O-])=O,-638.687385,3.91983098,3.798,1.586,-3.873
NN1N=C(C=C1[N+]([O-])=O)C1CO1,-638.6203642,3.909218456,3.8947,1.561,37.054
CON1N=C2COC2=C1[N+]([O-])=O,-658.3912889,4.369366612,4.3324,1.616,55.634
CC(O)C1COC(=O)OC2OC(=O)OC12C=O,-950.7626228,6.084241644,6.6751,1.663,-334.246
NC1=CC(=CC(=O)N1O)[N+]([O-])=O,-658.5570448,3.444444328,5.7058,1.719,-52.228
CC1=C(N=C(O1)[N+]([O-])=O)C(N)=O,-658.6007226,4.414537868,2.4213,1.611,-78.031
CC1=NN(O)C(=CC1=O)[N+]([O-])=O,-658.4935761,3.196546652,1.7579,1.632,-8.819
CC(=O)NC(CC=O)=NC1=NOC(=C1)[N+]([O-])=O,-904.6369568,4.253989428,5.8476,1.549,-63.427
CC(C(O)=O)C1=NOC(=N1)N1C=NC(=N)N=N1,-879.7862322,4.672503836,5.9501,1.593,21.542
NC(=O)CC1=CNN=C1[N+]([O-])=O,-638.7280147,4.082828464,3.4951,1.634,-31.125
CC(C#N)C1=C(O)N(C(N)=O)C(O)=C1[N+]([O-])=O,-904.7138501,3.342400828,7.3397,1.676,-115.278
[O-][N+](=O)C1=C(N=NN1)C#CC#N,-615.1006011,4.160109408,4.7011,1.633,134.909
CC(=O)N1C(=O)OC(=N)C(CO)=NC(=O)C1=N,-904.7562834,4.82053494,1.6353,1.589,-136.45
CCC1=C(O)OC(O)=C1OC1=NNN=NC1=O,-904.6624545,3.097224312,4.292,1.698,-80.988
NC1=C(O)C(=C(O)N1)[N+]([O-])=O,-620.4870465,3.56880134,3.9975,1.718,-81.132
CN1C=NC(=C1O)[N+]([O-])=O,-545.2667428,4.568555524,6.9331,1.619,-40.126
CN(C=O)N1C=C(C=N1)[N+]([O-])=O,-638.672831,5.286669648,2.4002,1.513,8.519
CC(=O)C1=CN=NC(=N1)[N+]([O-])=O,-637.4576871,3.892891496,3.7053,1.568,26.735
[O-][N+](=O)C1=CN=C(C=O)N=C1,-582.1352272,4.01507158,1.5529,1.599,1.624
CC1(OC2=NC(O)=NO2)OCC(=NO)C1O,-887.6473124,6.146828324,2.6868,1.645,-157.603
[O-][N+](=O)C1=C(C=O)C=NC(=O)N1,-657.3677067,3.416688496,2.4402,1.74,-49.255
CC1(CO)N=COC(=O)N(C2=NOC=N2)C1=O,-904.730732,6.106827272,1.9626,1.614,-120.648
[O-][N+](=O)C1=CC=C2N1ONC2=O,-657.2493585,4.535901604,2.1794,1.733,26.054
CC1OC2=C(OC(O)=CC2=O)N=COC(=O)O1,-928.4504162,4.769377132,3.6854,1.724,-238.985
CC(=O)NC1=NNC(=C1)[N+]([O-])=O,-638.7278494,4.061875532,5.3019,1.58,-29.339
OC1CC1N1C=NC(=N1)[N+]([O-])=O,-638.6571451,5.40014202,7.233,1.603,9.629
NN=C1C=COC(O)=C1[N+]([O-])=O,-658.5171945,3.432199108,4.9016,1.705,-25.655
CC(=O)C1OC(=N)C(OC(=O)C(N)=O)OC1=O,-945.7437864,5.139999124,2.174,1.65,-273.912
[O-][N+](=O)C1=NOC2=C1CC(=O)N2,-657.3184573,4.12119682,3.6317,1.738,-20.941
NCC1=NNC(=CC1=O)[N+]([O-])=O,-638.6872797,3.183485084,2.7925,1.588,-3.648
CNC(=O)N1C=NC=C1[N+]([O-])=O,-638.7348911,4.575902656,2.141,1.534,-27.594
CC(=O)C(OC(=N)C(=O)C1=NOC(O)=N1)C=O,-924.5770469,3.967995512,3.9382,1.627,-155.519
CC(=O)C1=C(N)OC(=N1)[N+]([O-])=O,-658.586728,3.933708896,4.5954,1.644,-70.614
CC(=O)C1=NCC(OC2=NON=C2O)(O1)C=O,-924.5231279,4.975913176,4.9123,1.635,-120.493
CC(=O)C1=NN(C(=O)C(NC=O)C=O)C(=N)O1,-904.7590605,4.4082792,2.1847,1.563,-140.954
ON1OC(C#C)=C(C1=N)[N+]([O-])=O,-657.1724677,4.114121804,3.39,1.654,71.477
CC(=O)N1C=NC(OC=O)=COC(=O)NC1=N,-904.7542346,4.78652044,3.8617,1.604,-128.654
CNC1=CC(=C(O)O1)[N+]([O-])=O,-604.4114572,3.924184836,7.427,1.665,-74.248
NCC1=C(OC(=O)C=N1)[N+]([O-])=O,-658.547665,3.298318036,4.5014,1.607,-44.532
CC(=C)OC1=NNC(=N1)[N+]([O-])=O,-638.6763177,3.846631776,1.7773,1.522,7.62
CN=C1OC(O)=C(N1C)[N+]([O-])=O,-659.775887,3.460771288,2.7094,1.539,-64.97
CC1=CNC(=O)NC(=O)N=C(C(=N)N1)[N+]([O-])=O,-900.8458612,2.761161052,3.4031,1.601,-23.579
CC1=NOC2=C1NC(=O)C(=N)NC(O)=C(O)O2,-904.6960748,5.865732496,4.132,1.723,-100.882
CC1=C(NO)C=NN=C1[N+]([O-])=O,-638.6258381,4.494539972,7.6653,1.63,33.914
[O-][N+](=O)C1=C2CCOC2=NN1,-583.3224599,3.865135664,2.6129,1.593,-0.457
CC(=O)NC1=NC(=N)C(O)=C(O)C(=O)C(O)=N1,-904.772483,3.49805118,2.8052,1.637,-149.671
CNN=C1C=CON=C1[N+]([O-])=O,-638.5930255,3.75792196,6.5804,1.522,56.989
[O-][N+](=O)C1=C2CN(C=O)C2=NN1,-637.41775,3.881190508,1.426,1.638,46.052
CC1=NC(=O)N(O)C=C1[N+]([O-])=O,-658.5503575,4.550323752,0.894,1.644,-44.349
[O-][N+](=O)C1=C2NC=CN2C(=O)N1,-637.5162643,3.846903892,6.1114,1.742,-15.479
CC(=O)NC1=CNC(=N1)[N+]([O-])=O,-638.7484946,3.901871324,3.7894,1.58,-42.328
[O-][N+](=O)C1=NC=CN(N=C)C1=O,-637.4470552,4.19874988,6.143,1.605,33.77
CC1(C(OC=O)OCC1=O)C1=NN(C=O)N=N1,-904.7249838,4.54569778,3.4518,1.569,-118.0
CN1C2=NC(=N)NN=C2OC(=O)C(=O)NC1=O,-899.7196046,3.650164024,2.5564,1.687,-67.712
CC(=O)OC12CC1OC(=O)OC(=N)C2=NO,-870.409696,5.631984852,5.7738,1.632,-163.078
ON1N=CC(=C1C=C)[N+]([O-])=O,-583.268583,4.597671936,4.4238,1.597,34.773
CC1=C(NN=C1OCC(O)=O)C1=NC(O)=NO1,-904.7533762,4.68855868,6.1132,1.675,-136.791
CN1N=CC(=O)C(=C1N)[N+]([O-])=O,-638.6963524,4.187321008,8.9107,1.718,-11.729
CC(N)C(=O)NC(=N)NC(=O)N1N=NNC1=O,-898.3591518,5.068976848,3.2776,1.604,-70.794
CNN1C=NC(=C1N)[N+]([O-])=O,-580.7162999,4.5239285,8.4863,1.595,30.905
NC(=O)C1=CN=C(O1)[N+]([O-])=O,-619.2665662,4.555766072,3.4431,1.705,-61.614
CC1=C(N)OC(=N)N=C1[N+]([O-])=O,-638.7060624,3.65179672,6.7226,1.617,-17.156
NN1C=CC(=NC1=O)[N+]([O-])=O,-599.3797779,4.134258388,6.0433,1.67,-2.2
CC(C(O)=O)C1=NC(CC(O)=O)=C(O1)[N+]([O-])=O,-945.6669198,4.873325444,4.587,1.635,-227.223
NC1=C(OC2=C1NC=N2)[N+]([O-])=O,-637.4852581,4.15521132,9.2803,1.816,1.106
CC(CC=O)(OC(N)=NC1=NON=N1)C(O)=O,-921.9622264,4.983532424,3.3866,1.593,-113.137
N=C1N=C2C(=O)C(=O)N=C2C1=O,-619.0493899,2.663743524,2.429,1.686,8.668
COC1=C(N)OC(=C1N)[N+]([O-])=O,-659.770651,4.226777828,7.4306,1.652,-73.05
CC1=C(O)OC(=O)C(=O)C(OC(=N)NC=O)=N1,-924.6124271,3.13205516,6.6345,1.674,-179.481
CC1=NC(=O)OC(C=O)=C(OC(N)=N1)C(O)=O,-924.6255198,4.537806416,7.0852,1.707,-187.256
[O-][N+](=O)C1=CNOC1=NCC=O,-658.4874982,4.075753448,5.9015,1.675,-9.584
NN1C(=N)C=CC(O)=C1[N+]([O-])=O,-638.6700419,2.862932436,1.9573,1.61,12.443
CC(=O)OC1OC(=O)C(=O)COC1OC(N)=N,-946.9273106,5.093467288,4.4056,1.627,-274.464
CC(C(C(O)=O)C1=NOC(=O)O1)C1=NOC=N1,-924.6017814,6.561260992,4.9133,1.649,-168.903
COC1=CN(O)C(=N1)[N+]([O-])=O,-620.4074682,3.686355452,3.5239,1.619,-27.157
NN=CC1=C(N)OC(=C1)[N+]([O-])=O,-638.6663851,3.602271608,8.1737,1.645,3.894
